,location,size,total_sqft,bath,price,bhk
2442,Gottigere,3 BHK,1300.0,3.0,65.0,3
2443,Gottigere,2 BHK,950.0,2.0,38.0,2
2444,Gottigere,2 BHK,1153.0,2.0,48.5,2
2445,Gottigere,1 Bedroom,812.0,1.0,26.0,1
2447,Gottigere,3 BHK,1460.0,2.0,65.0,3
2448,Gottigere,3 BHK,1500.0,3.0,70.0,3
2449,Gottigere,3 BHK,1621.0,3.0,72.0,3
2450,Gottigere,1 Bedroom,812.0,1.0,26.0,1
2451,Gottigere,2 BHK,990.0,2.0,40.0,2
2452,Gottigere,2 BHK,1235.0,2.0,63.0,2
2453,Gottigere,3 BHK,1385.0,3.0,64.0,3
2454,Gottigere,2 BHK,1000.0,2.0,35.0,2
2455,Gottigere,2 BHK,1010.0,2.0,35.0,2
2458,Gottigere,3 BHK,1435.0,2.0,62.0,3
2459,Gottigere,2 BHK,945.0,2.0,45.0,2
2461,Gottigere,4 Bedroom,2500.0,3.0,120.0,4
2462,Gottigere,3 BHK,1230.0,2.0,52.0,3
2463,Gottigere,2 BHK,1120.0,2.0,50.0,2
2464,Gottigere,3 BHK,1500.0,3.0,63.0,3
2465,Gottigere,2 BHK,1200.0,2.0,40.0,2
2466,Gottigere,2 BHK,1280.0,2.0,61.0,2
2467,Gottigere,2 BHK,1205.0,2.0,56.58,2
2468,Gottigere,2 BHK,1170.0,2.0,40.0,2
2469,Gottigere,4 Bedroom,3000.0,3.0,132.0,4
2470,Gottigere,3 BHK,1613.0,3.0,72.0,3
2471,Gottigere,2 BHK,1110.0,2.0,36.25,2
2472,Gottigere,2 BHK,1245.0,2.0,59.0,2
2473,Gottigere,2 BHK,1200.0,2.0,50.0,2
2474,Green Glen Layout,3 BHK,1670.0,3.0,120.0,3
2475,Green Glen Layout,4 BHK,3250.0,4.0,230.0,4
2476,Green Glen Layout,3 BHK,1776.42,3.0,105.0,3
2477,Green Glen Layout,4 BHK,3250.0,4.0,230.0,4
2478,Green Glen Layout,2 BHK,940.0,2.0,56.8,2
2479,Green Glen Layout,2 BHK,1075.0,2.0,60.0,2
2480,Green Glen Layout,3 BHK,1715.0,3.0,115.0,3
2481,Green Glen Layout,3 BHK,1751.0,2.0,115.0,3
2482,Green Glen Layout,3 BHK,1750.0,3.0,130.0,3
2483,Green Glen Layout,3 BHK,1530.0,3.0,105.0,3
2484,Green Glen Layout,3 BHK,1752.0,3.0,105.0,3
2485,Green Glen Layout,3 BHK,1680.0,4.0,95.0,3
2486,Green Glen Layout,3 BHK,1728.0,3.0,125.0,3
2487,Green Glen Layout,3 BHK,1645.0,3.0,110.0,3
2488,Green Glen Layout,3 BHK,1517.0,3.0,100.0,3
2489,Green Glen Layout,4 BHK,3150.0,4.0,218.0,4
2491,Green Glen Layout,3 BHK,1750.0,3.0,120.0,3
2492,Green Glen Layout,3 BHK,1751.0,3.0,115.0,3
2493,Green Glen Layout,3 BHK,1750.0,3.0,105.0,3
2494,Green Glen Layout,3 BHK,1885.0,3.0,135.0,3
2495,Green Glen Layout,3 BHK,1715.0,3.0,120.0,3
2496,Green Glen Layout,3 BHK,1623.29,2.0,105.0,3
2497,Green Glen Layout,3 BHK,1715.0,3.0,115.0,3
2498,Green Glen Layout,3 BHK,1715.0,3.0,105.0,3
2499,Green Glen Layout,3 BHK,1600.0,3.0,105.0,3
2500,Green Glen Layout,3 BHK,1717.0,3.0,125.0,3
2501,Green Glen Layout,2 BHK,1250.0,2.0,75.0,2
2502,Green Glen Layout,3 BHK,1715.0,3.0,112.0,3
2503,Gubbalala,3 BHK,1470.0,2.0,82.0,3
2504,Gubbalala,3 BHK,1745.0,3.0,104.0,3
2505,Gubbalala,3 BHK,1745.0,3.0,115.0,3
2506,Gubbalala,3 BHK,1745.0,3.0,110.0,3
2507,Gubbalala,3 BHK,1650.0,3.0,71.0,3
2508,Gubbalala,5 BHK,2570.0,4.0,141.0,5
2509,Gubbalala,2 BHK,1205.0,2.0,70.0,2
2510,Gubbalala,3 BHK,1435.0,2.0,80.0,3
2511,Gubbalala,2 BHK,1475.0,2.0,80.0,2
2513,Gubbalala,2 BHK,1100.0,2.0,49.5,2
2514,Gubbalala,2 BHK,1060.0,2.0,46.0,2
2515,Gubbalala,3 BHK,2000.0,3.0,125.0,3
2517,Gunjur,2 BHK,1140.0,2.0,43.0,2
2518,Gunjur,3 BHK,1356.0,2.0,66.0,3
2519,Gunjur,3 BHK,1600.0,3.0,75.0,3
2520,Gunjur,4 Bedroom,2000.0,3.0,95.0,4
2521,Gunjur,2 BHK,1140.0,2.0,49.11,2
2522,Gunjur,2 BHK,1195.0,2.0,44.0,2
2523,Gunjur,2 BHK,1190.0,2.0,40.0,2
2524,Gunjur,2 BHK,1457.0,2.0,60.0,2
2525,Gunjur,2 BHK,1080.0,2.0,41.0,2
2528,Gunjur,2 BHK,1175.0,2.0,43.48,2
2529,Gunjur,3 BHK,1362.0,3.0,62.63,3
2530,Gunjur,2 BHK,1071.0,2.0,51.0,2
2531,Gunjur,2 BHK,1063.0,2.0,40.0,2
2532,Gunjur,2 BHK,1235.0,2.0,52.76,2
2533,Gunjur,3 BHK,1362.0,3.0,62.63,3
2534,Gunjur,3 BHK,1362.0,3.0,62.63,3
2535,Gunjur,3 BHK,1588.0,2.0,90.0,3
2536,Gunjur,2 BHK,1235.0,2.0,44.5,2
2537,Gunjur,2 BHK,1457.0,2.0,60.0,2
2538,HAL 2nd Stage,3 BHK,1490.0,2.0,300.0,3
2539,HAL 2nd Stage,2 Bedroom,600.0,3.0,145.0,2
2540,HAL 2nd Stage,3 Bedroom,2700.0,3.0,500.0,3
2541,HAL 2nd Stage,5 Bedroom,2040.0,4.0,500.0,5
2542,HBR Layout,3 BHK,2800.0,2.0,200.0,3
2543,HBR Layout,3 BHK,1722.0,3.0,95.0,3
2544,HBR Layout,4 Bedroom,1200.0,4.0,120.0,4
2545,HBR Layout,2 BHK,1200.0,2.0,60.0,2
2546,HBR Layout,2 BHK,1004.0,2.0,49.0,2
2547,HBR Layout,3 BHK,1783.0,3.0,125.0,3
2548,HBR Layout,3 BHK,1656.0,3.0,90.0,3
2549,HBR Layout,2 BHK,1089.0,2.0,60.0,2
2550,HBR Layout,3 BHK,1700.0,3.0,110.0,3
2551,HBR Layout,2 BHK,1198.0,2.0,65.0,2
2552,HBR Layout,4 Bedroom,1200.0,4.0,115.0,4
2553,HBR Layout,2 Bedroom,1200.0,2.0,120.0,2
2554,HBR Layout,3 BHK,1832.0,3.0,160.0,3
2555,HRBR Layout,2 BHK,1374.0,2.0,95.0,2
2556,HRBR Layout,2 BHK,1440.0,2.0,98.0,2
2558,HRBR Layout,3 BHK,2800.0,3.0,250.0,3
2559,HRBR Layout,2 BHK,1210.0,2.0,75.0,2
2560,HRBR Layout,2 BHK,1265.0,2.0,78.0,2
2561,HRBR Layout,2 BHK,1170.0,2.0,75.0,2
2563,HRBR Layout,4 BHK,1900.0,3.0,90.0,4
2564,HRBR Layout,3 BHK,1625.0,3.0,120.0,3
2565,HRBR Layout,2 BHK,1301.0,2.0,120.0,2
2566,HRBR Layout,2 BHK,1145.0,2.0,68.5,2
2567,HRBR Layout,2 BHK,1300.0,2.0,90.0,2
2569,HSR Layout,2 BHK,1372.0,2.0,68.0,2
2571,HSR Layout,3 BHK,1475.0,3.0,75.0,3
2572,HSR Layout,2 BHK,1467.0,2.0,55.0,2
2573,HSR Layout,2 BHK,1140.0,2.0,46.0,2
2574,HSR Layout,2 BHK,1372.0,2.0,61.0,2
2575,HSR Layout,3 BHK,1750.0,3.0,95.0,3
2577,HSR Layout,2 BHK,1027.0,2.0,44.0,2
2578,HSR Layout,3 BHK,1650.0,3.0,110.0,3
2579,HSR Layout,2 BHK,1140.0,2.0,46.0,2
2580,HSR Layout,2 BHK,1372.0,2.0,61.0,2
2581,HSR Layout,2 BHK,1140.0,2.0,46.0,2
2582,HSR Layout,2 BHK,1185.0,2.0,60.0,2
2583,HSR Layout,2 BHK,1127.0,2.0,68.0,2
2584,HSR Layout,3 BHK,1600.0,2.0,115.0,3
2585,HSR Layout,2 BHK,1145.0,2.0,48.0,2
2586,HSR Layout,2 BHK,1009.0,2.0,56.0,2
2587,HSR Layout,2 BHK,1300.0,2.0,98.0,2
2589,HSR Layout,2 BHK,1140.0,2.0,46.0,2
2590,HSR Layout,2 BHK,1126.0,2.0,69.0,2
2592,HSR Layout,2 BHK,1140.0,2.0,46.0,2
2593,HSR Layout,2 BHK,1145.0,2.0,46.0,2
2594,HSR Layout,2 BHK,1142.0,2.0,65.0,2
2595,HSR Layout,2 BHK,1145.0,2.0,46.0,2
2596,HSR Layout,3 BHK,1844.0,3.0,95.0,3
2597,HSR Layout,2 BHK,1203.0,2.0,72.0,2
2598,HSR Layout,2 BHK,1140.0,2.0,46.0,2
2599,HSR Layout,5 Bedroom,4200.0,5.0,245.0,5
2600,HSR Layout,2 BHK,1140.0,2.0,46.0,2
2601,HSR Layout,2 BHK,1145.0,2.0,46.0,2
2602,HSR Layout,2 BHK,1009.0,2.0,56.0,2
2603,HSR Layout,2 BHK,1145.0,2.0,46.0,2
2604,HSR Layout,2 BHK,1100.0,2.0,44.0,2
2605,HSR Layout,2 BHK,1203.0,2.0,60.0,2
2606,HSR Layout,2 BHK,1120.0,2.0,70.0,2
2607,HSR Layout,2 BHK,1140.0,2.0,46.0,2
2608,HSR Layout,2 BHK,1289.0,2.0,70.0,2
2609,HSR Layout,3 BHK,1844.0,3.0,89.0,3
2610,HSR Layout,2 BHK,1203.0,2.0,60.0,2
2611,HSR Layout,2 BHK,1140.0,2.0,46.0,2
2612,Haralur Road,2 BHK,1240.0,2.0,70.0,2
2613,Haralur Road,2 BHK,1027.0,2.0,44.0,2
2616,Haralur Road,2 BHK,1194.0,2.0,47.0,2
2617,Haralur Road,2 BHK,1202.0,2.0,53.0,2
2618,Haralur Road,2 BHK,1056.0,2.0,61.0,2
2620,Haralur Road,3 BHK,1810.0,3.0,100.0,3
2621,Haralur Road,2 BHK,1194.0,2.0,46.0,2
2623,Haralur Road,2 BHK,1225.0,2.0,67.38,2
2624,Haralur Road,2 BHK,1243.0,2.0,46.0,2
2625,Haralur Road,2 BHK,1027.0,2.0,44.0,2
2626,Haralur Road,3 BHK,1920.0,3.0,115.0,3
2627,Haralur Road,3 BHK,1875.0,3.0,110.0,3
2628,Haralur Road,2 BHK,1194.0,2.0,47.0,2
2629,Haralur Road,2 BHK,1140.0,2.0,43.0,2
2630,Haralur Road,2 BHK,1027.0,2.0,44.0,2
2631,Haralur Road,2 BHK,1194.0,2.0,46.0,2
2632,Haralur Road,3 BHK,2017.0,3.0,125.0,3
2633,Haralur Road,2 BHK,1140.0,2.0,43.0,2
2634,Haralur Road,3 BHK,1875.0,3.0,110.0,3
2635,Haralur Road,2 BHK,1092.0,2.0,44.0,2
2636,Haralur Road,3 BHK,2475.0,4.0,130.0,3
2637,Haralur Road,2 BHK,1300.0,2.0,73.0,2
2638,Haralur Road,2 BHK,1194.0,2.0,47.0,2
2639,Haralur Road,2 BHK,1243.0,2.0,46.0,2
2640,Haralur Road,3 BHK,1850.0,3.0,110.0,3
2641,Haralur Road,2 BHK,1225.0,2.0,67.38,2
2642,Haralur Road,2 BHK,1243.0,2.0,46.0,2
2643,Haralur Road,4 BHK,3400.0,5.0,240.0,4
2644,Haralur Road,2 BHK,1464.0,2.0,56.0,2
2645,Haralur Road,2 BHK,1230.0,2.0,78.0,2
2646,Haralur Road,2 BHK,1000.0,2.0,44.0,2
2648,Haralur Road,2 BHK,1300.0,2.0,79.0,2
2649,Haralur Road,3 BHK,1444.0,2.0,80.0,3
2650,Haralur Road,2 BHK,1088.0,2.0,68.0,2
2651,Haralur Road,2 BHK,1027.0,2.0,44.0,2
2653,Haralur Road,2 BHK,1225.0,2.0,70.0,2
2655,Haralur Road,2 BHK,1194.0,2.0,46.0,2
2656,Haralur Road,3 BHK,1830.0,3.0,101.0,3
2657,Haralur Road,3 BHK,1810.0,3.0,126.0,3
2658,Haralur Road,2 BHK,1464.0,2.0,56.0,2
2659,Haralur Road,3 BHK,1520.0,2.0,96.0,3
2660,Haralur Road,2 BHK,1300.0,2.0,75.0,2
2661,Haralur Road,3 BHK,2017.0,2.0,125.0,3
2662,Haralur Road,2 BHK,1243.0,2.0,46.0,2
2663,Haralur Road,2 BHK,1027.0,2.0,44.0,2
2664,Haralur Road,4 BHK,2805.0,5.0,160.0,4
2665,Haralur Road,2 BHK,1243.0,2.0,46.0,2
2666,Haralur Road,2 BHK,1027.0,2.0,44.0,2
2667,Haralur Road,3 BHK,2017.0,3.0,105.0,3
2668,Haralur Road,2 BHK,1243.0,2.0,46.0,2
2669,Haralur Road,2 BHK,1243.0,2.0,46.0,2
2670,Haralur Road,3 BHK,1520.0,2.0,90.0,3
2671,Haralur Road,2 BHK,1300.0,2.0,60.0,2
2672,Haralur Road,3 BHK,1985.0,3.0,130.0,3
2673,Haralur Road,3 BHK,1255.0,2.0,90.0,3
2674,Haralur Road,2 BHK,1056.0,2.0,60.0,2
2675,Haralur Road,2 BHK,1140.0,2.0,42.0,2
2676,Haralur Road,2 BHK,1245.0,2.0,62.0,2
2677,Haralur Road,2 BHK,1140.0,2.0,58.0,2
2678,Haralur Road,2 BHK,1140.0,2.0,42.0,2
2679,Haralur Road,2 BHK,1027.0,2.0,43.0,2
2680,Haralur Road,2 BHK,1194.0,2.0,47.0,2
2681,Haralur Road,2 BHK,1194.0,2.0,47.0,2
2682,Haralur Road,3 BHK,1560.0,3.0,90.0,3
2683,Haralur Road,3 BHK,1520.0,2.0,85.0,3
2684,Haralur Road,2 BHK,1243.0,2.0,45.0,2
2685,Haralur Road,2 BHK,1027.0,2.0,44.0,2
2686,Haralur Road,2 BHK,1194.0,2.0,46.0,2
2687,Haralur Road,3 BHK,1650.0,3.0,100.0,3
2688,Haralur Road,3 BHK,1580.0,3.0,73.0,3
2689,Haralur Road,2 BHK,1243.0,2.0,46.0,2
2690,Haralur Road,2 BHK,1194.0,2.0,47.0,2
2692,Haralur Road,3 BHK,1520.0,2.0,96.0,3
2693,Haralur Road,3 BHK,1510.0,3.0,83.05,3
2694,Haralur Road,2 BHK,1056.0,2.0,65.0,2
2695,Haralur Road,3 BHK,1810.0,3.0,100.0,3
2696,Haralur Road,2 BHK,1243.0,2.0,46.0,2
2697,Haralur Road,1 BHK,575.0,1.0,38.0,1
2698,Haralur Road,2 BHK,1194.0,2.0,46.0,2
2699,Haralur Road,2 BHK,1243.0,2.0,46.0,2
2700,Haralur Road,2 BHK,1194.0,2.0,46.0,2
2701,Haralur Road,2 BHK,1140.0,2.0,43.0,2
2702,Haralur Road,3 BHK,1850.0,3.0,120.0,3
2703,Haralur Road,2 BHK,1194.0,2.0,47.0,2
2704,Haralur Road,2 BHK,1194.0,2.0,47.0,2
2706,Haralur Road,2 BHK,1243.0,2.0,46.0,2
2707,Haralur Road,3 BHK,1710.0,3.0,85.0,3
2708,Haralur Road,3 BHK,1730.0,3.0,95.0,3
2709,Haralur Road,2 BHK,1243.0,2.0,46.0,2
2710,Haralur Road,2 BHK,1243.0,2.0,46.0,2
2711,Haralur Road,2 BHK,1243.0,2.0,46.0,2
2712,Haralur Road,3 BHK,1817.0,3.0,110.0,3
2713,Haralur Road,2 BHK,1225.0,2.0,77.0,2
2714,Haralur Road,2 BHK,1285.0,2.0,78.0,2
2715,Haralur Road,2 BHK,1225.0,2.0,67.48,2
2716,Haralur Road,2 BHK,1225.0,2.0,69.84,2
2717,Haralur Road,2 BHK,1200.0,2.0,46.0,2
2718,Haralur Road,2 BHK,1315.0,2.0,85.0,2
2719,Haralur Road,3 BHK,1976.0,3.0,92.0,3
2720,Haralur Road,2 BHK,1300.0,2.0,75.0,2
2721,Haralur Road,2 BHK,1309.0,2.0,82.0,2
2722,Haralur Road,2 BHK,1027.0,1.0,44.0,2
2723,Haralur Road,2 BHK,1243.0,2.0,46.0,2
2724,Haralur Road,2 BHK,1243.0,2.0,46.0,2
2725,Haralur Road,2 BHK,1140.0,2.0,43.0,2
2726,Haralur Road,2 BHK,1300.0,2.0,75.0,2
2727,Haralur Road,2 BHK,1243.0,2.0,46.0,2
2728,Haralur Road,3 BHK,1890.0,3.0,84.0,3
2729,Haralur Road,2 BHK,1230.0,2.0,67.65,2
2730,Haralur Road,2 BHK,1194.0,2.0,46.0,2
2731,Haralur Road,2 BHK,1092.0,2.0,44.0,2
2733,Haralur Road,3 BHK,1255.0,3.0,90.0,3
2734,Haralur Road,3 BHK,1735.0,3.0,97.0,3
2735,Haralur Road,3 BHK,1810.0,3.0,97.83,3
2736,Haralur Road,2 BHK,1200.0,2.0,46.0,2
2737,Haralur Road,2 BHK,1243.0,2.0,46.0,2
2738,Haralur Road,3 BHK,1810.0,3.0,112.0,3
2739,Harlur,2 BHK,1508.0,2.0,77.0,2
2740,Harlur,3 BHK,1752.12,3.0,135.0,3
2743,Harlur,3 BHK,1709.0,3.0,150.0,3
2744,Harlur,2 BHK,1174.0,2.0,69.0,2
2745,Harlur,2 BHK,1033.0,2.0,49.0,2
2746,Harlur,2 BHK,1197.0,2.0,84.0,2
2747,Harlur,3 BHK,1757.0,3.0,132.0,3
2748,Harlur,2 BHK,1174.0,2.0,76.0,2
2749,Harlur,3 BHK,1754.0,3.0,125.0,3
2750,Harlur,2 BHK,1290.0,2.0,85.0,2
2751,Harlur,3 BHK,1752.12,3.0,116.0,3
2752,Harlur,3 BHK,1754.0,3.0,135.0,3
2753,Harlur,3 BHK,1754.0,3.0,124.0,3
2754,Harlur,2 BHK,1152.0,2.0,69.0,2
2755,Harlur,2 BHK,1290.0,2.0,87.0,2
2756,Harlur,3 BHK,1749.0,3.0,115.0,3
2757,Harlur,4 Bedroom,3385.0,4.0,260.0,4
2758,Harlur,3 BHK,2240.0,5.0,155.0,3
2759,Harlur,3 BHK,1758.0,3.0,133.0,3
2761,Harlur,2 BHK,1197.0,2.0,79.0,2
2762,Harlur,2 BHK,1174.0,2.0,78.0,2
2765,Harlur,2 BHK,1200.0,2.0,52.0,2
2766,Harlur,2 BHK,1197.0,2.0,79.0,2
2767,Harlur,3 BHK,1749.0,3.0,112.0,3
2768,Harlur,2 BHK,1174.0,2.0,75.0,2
2769,Harlur,3 BHK,1750.0,3.0,136.0,3
2770,Harlur,3 BHK,1620.0,3.0,110.0,3
2773,Harlur,3 BHK,1762.0,3.0,133.0,3
2774,Harlur,3 BHK,1756.0,3.0,131.0,3
2775,Harlur,3 BHK,1755.0,3.0,130.0,3
2776,Harlur,3 BHK,1864.0,3.0,140.0,3
2777,Harlur,2 BHK,1331.0,2.0,88.0,2
2778,Harlur,3 BHK,1752.12,3.0,133.0,3
2779,Harlur,2 BHK,1133.0,2.0,55.0,2
2780,Harlur,3 BHK,1756.0,3.0,128.0,3
2781,Harlur,3 BHK,1749.0,3.0,120.0,3
2782,Harlur,2 BHK,1197.0,2.0,82.0,2
2783,Harlur,2 BHK,1303.0,2.0,90.0,2
2784,Harlur,3 BHK,1754.0,3.0,132.0,3
2785,Harlur,2 BHK,1174.0,2.0,75.0,2
2786,Harlur,3 BHK,1756.0,3.0,134.0,3
2787,Harlur,2 BHK,1197.0,2.0,78.0,2
2788,Harlur,2 BHK,1290.0,2.0,89.9,2
2789,Harlur,2 BHK,1386.0,2.0,85.0,2
2790,Harlur,2 BHK,1174.0,2.0,74.0,2
2791,Harlur,2 BHK,1174.0,2.0,78.0,2
2793,Harlur,3 BHK,1755.0,3.0,115.0,3
2795,Harlur,4 BHK,2569.0,4.0,175.0,4
2797,Harlur,2 BHK,1197.0,2.0,77.0,2
2798,Harlur,3 BHK,1752.12,3.0,125.0,3
2799,Harlur,4 BHK,2569.0,5.0,180.0,4
2800,Harlur,2 BHK,1225.0,2.0,56.0,2
2801,Harlur,2 BHK,1197.0,2.0,76.0,2
2803,Harlur,2 BHK,1197.0,2.0,75.0,2
2804,Harlur,3 BHK,1755.0,3.0,117.0,3
2805,Harlur,2 BHK,1197.0,2.0,79.9,2
2806,Harlur,2 BHK,936.0,2.0,45.0,2
2807,Harlur,4 BHK,2990.0,4.0,225.0,4
2808,Harlur,2 BHK,1370.0,2.0,88.0,2
2809,Harlur,2 BHK,1335.0,2.0,72.76,2
2810,Hebbal,3 BHK,1760.0,2.0,123.0,3
2811,Hebbal,4 BHK,5611.5,4.0,477.0,4
2813,Hebbal,2 BHK,1349.0,2.0,98.2,2
2814,Hebbal,4 BHK,2483.0,5.0,212.0,4
2815,Hebbal,3 BHK,1760.0,2.0,130.0,3
2816,Hebbal,3 BHK,3450.0,5.0,260.0,3
2817,Hebbal,3 BHK,1920.0,3.0,134.0,3
2818,Hebbal,2 BHK,1337.0,2.0,82.0,2
2819,Hebbal,2 BHK,1349.0,2.0,98.0,2
2822,Hebbal,3 BHK,1790.0,3.0,127.0,3
2823,Hebbal,2 BHK,687.325,2.0,42.72,2
2825,Hebbal,3 BHK,1985.0,4.0,189.0,3
2826,Hebbal,4 BHK,2483.0,5.0,215.0,4
2827,Hebbal,2 BHK,1080.0,2.0,54.0,2
2828,Hebbal,2 BHK,812.0,2.0,55.0,2
2830,Hebbal,4 BHK,3067.0,4.0,230.0,4
2831,Hebbal,3 BHK,2526.0,2.0,250.0,3
2832,Hebbal,4 BHK,3067.0,4.0,230.0,4
2834,Hebbal,2 BHK,823.0,2.0,50.63,2
2835,Hebbal,2 BHK,1420.0,2.0,123.0,2
2837,Hebbal,2 BHK,1420.0,2.0,99.39,2
2838,Hebbal,4 BHK,4235.0,4.0,365.0,4
2839,Hebbal,3 BHK,1700.0,3.0,124.0,3
2840,Hebbal,4 BHK,3960.0,5.0,386.0,4
2841,Hebbal,2 BHK,1420.0,2.0,99.39,2
2843,Hebbal,2 BHK,1440.0,2.0,115.0,2
2844,Hebbal,2 BHK,1100.0,2.0,54.0,2
2846,Hebbal,3 BHK,2400.0,4.0,180.0,3
2848,Hebbal,2 BHK,1420.0,2.0,107.0,2
2849,Hebbal,2 BHK,1320.0,2.0,92.0,2
2850,Hebbal,2 BHK,919.0,2.0,49.0,2
2851,Hebbal,3 BHK,1645.0,3.0,135.0,3
2852,Hebbal,3 BHK,2080.0,3.0,175.0,3
2854,Hebbal,4 BHK,2483.0,5.0,230.0,4
2855,Hebbal,3 BHK,2600.0,3.0,195.0,3
2856,Hebbal,3 BHK,1645.0,3.0,117.0,3
2857,Hebbal,2 BHK,1251.0,2.0,88.73,2
2858,Hebbal,3 BHK,1645.0,3.0,121.0,3
2859,Hebbal,3 BHK,1760.0,3.0,123.0,3
2861,Hebbal,4 BHK,3960.0,5.0,386.0,4
2862,Hebbal,3 BHK,1645.0,3.0,120.0,3
2863,Hebbal,3 BHK,1255.0,2.0,90.0,3
2864,Hebbal,3 BHK,1645.0,3.0,117.0,3
2867,Hebbal,3 BHK,1636.0,3.0,119.0,3
2868,Hebbal,3 BHK,2661.0,2.0,226.5,3
2869,Hebbal,3 BHK,1255.0,2.0,95.0,3
2872,Hebbal,3 BHK,1255.0,2.0,95.0,3
2873,Hebbal,2 BHK,1088.0,2.0,61.45,2
2874,Hebbal,2 BHK,1349.0,2.0,97.8,2
2876,Hebbal,2 BHK,1344.0,2.0,108.0,2
2877,Hebbal,3 BHK,1255.0,2.0,90.0,3
2879,Hebbal,2 BHK,1138.0,2.0,110.0,2
2880,Hebbal,4 BHK,2790.0,5.0,204.0,4
2881,Hebbal,2 BHK,1088.0,2.0,62.0,2
2882,Hebbal,3 BHK,1987.0,4.0,165.0,3
2884,Hebbal,2 BHK,1299.0,2.0,100.0,2
2885,Hebbal,2 BHK,1200.0,2.0,60.0,2
2886,Hebbal,3 BHK,1645.0,3.0,117.0,3
2887,Hebbal,2 BHK,1390.0,2.0,95.0,2
2888,Hebbal,2 BHK,1333.0,2.0,100.0,2
2890,Hebbal,3 BHK,2650.0,4.0,199.0,3
2891,Hebbal,3 BHK,1800.0,3.0,140.0,3
2893,Hebbal,4 BHK,2470.0,4.0,203.0,4
2894,Hebbal,3 BHK,1255.0,2.0,95.0,3
2895,Hebbal,2 BHK,1333.0,2.0,104.0,2
2896,Hebbal,3 BHK,1645.0,3.0,117.0,3
2897,Hebbal,3 BHK,2600.0,3.0,199.0,3
2898,Hebbal,2 BHK,1345.0,2.0,97.0,2
2900,Hebbal,2 BHK,985.0,2.0,62.0,2
2901,Hebbal,2 BHK,1320.0,2.0,91.0,2
2902,Hebbal,3 BHK,2388.0,3.0,195.0,3
2903,Hebbal,2 BHK,1040.0,2.0,55.0,2
2905,Hebbal,3 BHK,2600.0,3.0,195.0,3
2906,Hebbal,4 BHK,2630.0,5.0,188.0,4
2908,Hebbal,3 BHK,1645.0,3.0,113.0,3
2910,Hebbal,2 BHK,1420.0,2.0,99.39,2
2912,Hebbal,3 BHK,3520.0,5.0,320.0,3
2913,Hebbal,2 BHK,1162.0,2.0,69.0,2
2914,Hebbal,2 BHK,1100.0,2.0,60.0,2
2915,Hebbal,4 BHK,4235.0,5.0,364.0,4
2916,Hebbal,2 BHK,1299.0,2.0,97.0,2
2918,Hebbal,4 BHK,2470.0,5.0,192.0,4
2919,Hebbal,3 BHK,1645.0,3.0,117.0,3
2920,Hebbal,3 BHK,1920.0,3.0,134.0,3
2921,Hebbal,3 BHK,3520.0,5.0,240.0,3
2922,Hebbal,3 BHK,1920.0,3.0,150.0,3
2923,Hebbal,4 BHK,2375.0,4.0,189.0,4
2924,Hebbal,2 BHK,1420.0,2.0,99.26,2
2925,Hebbal,2 BHK,1252.0,2.0,92.0,2
2927,Hebbal,2 BHK,1162.0,2.0,59.0,2
2928,Hebbal,2 BHK,1294.0,2.0,115.0,2
2929,Hebbal,4 BHK,4225.0,6.0,359.0,4
2930,Hebbal,2 BHK,1150.0,2.0,57.0,2
2931,Hebbal,3 BHK,1740.0,2.0,137.0,3
2933,Hebbal,3 BHK,1662.0,3.0,155.0,3
2934,Hebbal,3 BHK,2250.0,3.0,219.0,3
2935,Hebbal,2 BHK,1349.0,2.0,98.0,2
2936,Hebbal,4 BHK,4000.0,6.0,370.0,4
2937,Hebbal,2 BHK,1349.0,2.0,96.8,2
2938,Hebbal Kempapura,3 BHK,1700.0,3.0,155.0,3
2939,Hebbal Kempapura,3 BHK,1800.0,3.0,175.0,3
2940,Hebbal Kempapura,3 BHK,2900.0,4.0,300.0,3
2941,Hebbal Kempapura,3 BHK,3522.0,3.0,380.0,3
2942,Hebbal Kempapura,5 Bedroom,2280.0,5.0,200.0,5
2943,Hebbal Kempapura,2 Bedroom,1200.0,2.0,125.0,2
2944,Hebbal Kempapura,3 BHK,2900.0,4.0,240.0,3
2946,Hebbal Kempapura,2 BHK,1300.0,2.0,102.0,2
2947,Hebbal Kempapura,3 BHK,1466.0,2.0,140.0,3
2949,Hebbal Kempapura,3 BHK,1725.0,2.0,165.0,3
2950,Hebbal Kempapura,3 Bedroom,1200.0,3.0,125.0,3
2951,Hebbal Kempapura,3 BHK,3408.0,3.0,260.0,3
2952,Hebbal Kempapura,2 BHK,1485.0,3.0,132.0,2
2953,Hebbal Kempapura,2 BHK,1400.0,2.0,108.0,2
2954,Hebbal Kempapura,3 BHK,1800.0,3.0,150.0,3
2955,Hebbal Kempapura,5 Bedroom,2400.0,5.0,200.0,5
2956,Hebbal Kempapura,5 Bedroom,2800.0,5.0,220.0,5
2957,Hebbal Kempapura,3 BHK,1785.0,3.0,165.0,3
2958,Hebbal Kempapura,4 BHK,3729.0,4.0,384.0,4
2959,Hebbal Kempapura,3 BHK,1600.0,3.0,170.0,3
2960,Hebbal Kempapura,3 BHK,1730.0,3.0,175.0,3
2962,Hegde Nagar,3 BHK,1569.0,3.0,101.0,3
2963,Hegde Nagar,6 Bedroom,3000.0,7.0,210.0,6
